businessZones,companyFullName,companyId,companyShortName,companySize,createTime,district,education,financeStage,industryField,positionName,salary
"['珞狮南路', '南湖']",福韵数据服务有限公司,289829,福韵数据服务有限公司,150-500人,2019-09-20 17:14:49,洪山区,本科,A轮,"移动互联网,数据服务",高级Java开发工程师,10k-20k
['武珞路'],深圳市异方科技有限公司,168231,异方科技,15-50人,2019-09-20 11:32:29,武昌区,大专,A轮,其他,算法工程师,10k-20k
,武汉心络科技有限公司,386227,武汉心络科技有限公司,50-150人,2019-09-19 09:26:07,东湖新技术开发区,硕士,未融资,"医疗丨健康,数据服务",算法工程师（心电图方向）,15k-30k
"['关山', '光谷']",武汉霖汐科技有限公司,437795,霖汐,15-50人,2019-09-17 16:10:19,洪山区,大专,天使轮,"其他,人工智能",web前端开发,7k-11k
"['关山', '光谷']",武汉斗鱼网络科技有限公司,37236,斗鱼直播,2000人以上,2019-09-09 18:28:07,洪山区,本科,上市公司,文娱丨内容,测试开发工程师（武汉）(J10909),10k-20k
"['鲁巷', '关山', '光谷']",武汉久乐科技有限公司,113778,久乐科技,15-50人,2019-09-19 15:58:15,洪山区,本科,A轮,硬件,算法工程师,10k-20k
"['关山', '光谷']",智线云科技（北京）有限公司,111175,ZingFront智线,50-150人,2019-09-19 09:09:15,洪山区,本科,A轮,"移动互联网,数据服务",高级技术经理,15k-25k
,上海派拉软件股份有限公司,38059,派拉软件,150-500人,2019-09-20 18:22:58,武汉经济技术开发区,本科,上市公司,数据服务,测试工程师,9k-15k
"['珞狮南路', '南湖']",福韵数据服务有限公司,289829,福韵数据服务有限公司,150-500人,2019-09-20 17:14:49,洪山区,大专,A轮,"移动互联网,数据服务",中级java工程师,6k-10k
,北京思拓合众科技有限公司,12271,CmsTop,50-150人,2019-08-30 13:52:54,东湖新技术开发区,本科,未融资,移动互联网,运维开发工程师,8k-16k
,宝宝树（北京）信息技术有限公司,70,宝宝树,500-2000人,2019-08-30 10:27:59,江夏区,本科,上市公司,社交,测试开发工程师,15k-25k
,西安星辰云计算有限公司,555438,星辰,15-50人,2019-08-24 17:56:21,武汉经济技术开发区,本科,天使轮,"移动互联网,广告营销",php,10k-15k
['光谷'],武汉泰坦智慧科技有限公司,251700,泰坦智慧,15-50人,2019-09-02 14:23:54,东湖新技术开发区,本科,不需要融资,"人工智能,企业服务",算法工程师,15k-25k
,西安星辰云计算有限公司,555438,星辰,15-50人,2019-08-24 17:44:52,东湖新技术开发区,本科,天使轮,"移动互联网,广告营销",php开发工程师,10k-15k
['流芳'],武汉大势智慧科技有限公司,84197,武汉大势智慧科技有限公司,50-150人,2019-09-02 15:10:59,江夏区,硕士,天使轮,"移动互联网,数据服务",算法工程师,13k-20k
,深圳左邻永佳科技有限公司,18787,左邻,150-500人,2019-09-20 19:56:52,东湖新技术开发区,本科,A轮,移动互联网,【武汉】测试工程师,5k-8k
"['关山', '光谷', '鲁巷']",北京思拓合众科技有限公司,12271,CmsTop,50-150人,2019-08-30 13:52:55,洪山区,本科,未融资,移动互联网,架构师/PHP 工程师,10k-20k
"['鲁巷', '关山', '光谷']",上海赛连信息科技有限公司,164507,小鱼易连,150-500人,2019-09-12 16:40:00,洪山区,本科,B轮,移动互联网,高级Java工程师-武汉,10k-20k
,华为技术有限公司,3060,华为技术有限公司,2000人以上,2019-08-23 17:55:08,东湖新技术开发区,本科,不需要融资,通讯电子,后台工程师(C++),13k-26k
"['关山', '光谷']",武汉市星商电子商务有限公司,564418,星商电子商务,500-2000人,2019-09-21 16:42:27,洪山区,本科,C轮,电商,运维工程师,10k-15k
,广东星舆科技有限公司,321881,星舆科技,50-150人,2019-09-20 09:51:49,东湖新技术开发区,本科,A轮,"移动互联网,数据服务",高精度地图路网算法工程师,15k-25k
"['关山', '光谷']",武汉市星商电子商务有限公司,564418,星商电子商务,500-2000人,2019-09-21 16:42:28,洪山区,本科,C轮,电商,高级运维工程师,10k-15k
,湖北百旺金赋科技有限公司,103299,百旺金赋,150-500人,2019-09-20 09:40:25,东湖新技术开发区,本科,不需要融资,"移动互联网,其他",高级测试工程师,7k-12k
,拉勾猎头,484985,拉勾猎头,500-2000人,2019-08-27 10:10:32,东湖新技术开发区,本科,D轮及以上,"移动互联网,企业服务",H5前端开发工程师,15k-20k
,华为技术有限公司,3060,华为技术有限公司,2000人以上,2019-09-20 09:56:57,东湖新技术开发区,本科,不需要融资,通讯电子,AI算法工程师,15k-30k
,北京升鑫网络科技有限公司,35630,青藤云安全,150-500人,2019-09-19 17:20:51,东湖新技术开发区,本科,B轮,数据服务,运维工程师,15k-25k
,湖北盛天网络技术股份有限公司,2192,盛天网络,500-2000人,2019-09-20 13:00:10,东湖新技术开发区,本科,上市公司,"游戏,文娱丨内容",系统运维工程师,12k-16k
"['光谷', '鲁巷', '关山']",深圳市海伦司品牌管理有限公司,76604,Helens,2000人以上,2019-09-22 15:22:21,洪山区,本科,不需要融资,"消费生活,文娱丨内容",数据分析师/数据运营/数据产品经理,10k-20k
