businessZones,companyFullName,companyId,companyShortName,companySize,createTime,district,education,financeStage,industryField,positionName,salary
,四川盛趣时代网络科技有限公司,56340,盛趣时代,150-500人,2019-09-20 13:22:41,武侯区,大专,不需要融资,"移动互联网,电商",算法工程师（人脸识别神经网络）,15k-20k
,成都卓杭网络科技股份有限公司,134300,成都卓杭,150-500人,2019-09-12 13:26:58,高新区,本科,不需要融资,"移动互联网,游戏",U3D开发工程师 (新项目),15k-25k
,成都二十三魔方生物科技有限公司,62218,23魔方,50-150人,2019-09-03 09:48:37,高新区,本科,B轮,"医疗丨健康,数据服务",高级大数据开发工程师,15k-25k
,成都市玉米树科技有限公司,117609,玉米树科技,15-50人,2019-09-20 11:18:26,高新区,本科,未融资,"游戏,移动互联网",java高级开发工程师,15k-25k
,成都顶呱呱投资集团有限公司,33184,顶呱呱,2000人以上,2019-09-20 09:44:08,武侯区,大专,上市公司,金融,算法工程师,9k-18k
,成都网信天成科技有限公司,147419,网信天成,15-50人,2019-09-19 09:22:19,高新区,本科,不需要融资,"移动互联网,电商",java开发工程师,8k-10k
,成都欢聚堂科技有限公司,386952,欢聚堂,50-150人,2019-09-22 09:24:40,武侯区,本科,未融资,"移动互联网,电商",资深PHP开发工程师,10k-16k
"['机投桥', '金花桥']",四川弘和通讯有限公司,16815,四川弘和集团,150-500人,2019-09-20 17:57:49,武侯区,大专,未融资,移动互联网,技术支持工程师,8k-10k
,四川驹马科技有限公司,115625,驹马科技,2000人以上,2019-09-20 11:57:17,锦江区,大专,C轮,"移动互联网,其他",WEB前端工程师(高级),15k-22k
,四川惠商信息科技有限公司,319523,惠商科技,2000人以上,2019-09-20 10:00:08,武侯区,本科,不需要融资,金融,算法工程师,15k-20k
,梦思特科技（成都）有限公司,133943,梦思特,50-150人,2019-09-20 14:12:10,高新区,本科,不需要融资,"移动互联网,游戏",算法工程师,10k-20k
,支付宝（杭州）信息技术有限公司,153849,蚂蚁金服集团,2000人以上,2019-09-17 17:40:21,高新区,本科,B轮,"金融,移动互联网",测试开发专家/高级测试工程师,18k-35k
['天回'],四川众合智控科技有限公司,482326,四川众合,50-150人,2019-09-16 16:59:16,金牛区,本科,不需要融资,其他,C++软件开发工程师,10k-17k
,四川格子环保科技有限公司,82887624,格子环保,15-50人,2019-09-18 22:01:26,高新区,硕士,A轮,"人工智能,物联网",算法工程师,12k-18k
['猛追湾'],上海证大喜马拉雅网络科技有限公司,1373,喜马拉雅,500-2000人,2019-09-20 09:40:13,成华区,本科,D轮及以上,"移动互联网,文娱丨内容",java开发工程师,10k-20k
,成都龙渊网络科技有限公司,17979,龙渊网络,150-500人,2019-09-19 09:52:35,高新区,本科,B轮,"移动互联网,游戏",前端开发工程师,10k-20k
,昆仑智汇数据科技（北京）有限公司,68507,K2DATA,150-500人,2019-09-16 16:27:03,高新区,本科,B轮,数据服务,Java工程师（项目交付方向）,12k-20k
,杭州阔知网络科技有限公司,7868,阔知网络,150-500人,2019-09-19 17:08:40,武侯区,大专,A轮,"企业服务,教育",PHP开发工程师（成都）,4k-8k
,瑞数信息技术（上海）有限公司,57260,瑞数信息,150-500人,2019-09-19 10:05:12,高新区,本科,C轮,信息安全,安全产品测试开发工程师,10k-20k
,四川生学教育科技有限公司,98121,生学教育,150-500人,2019-09-05 10:48:34,高新区,大专,A轮,"移动互联网,教育",高级大数据开发工程师,12k-22k
,中国电子进出口有限公司,158369,中电进出口,500-2000人,2019-09-22 11:35:53,高新区,本科,不需要融资,信息安全,算法工程师--成都公共安全,13k-25k
,北京国研网信息股份有限公司,374777,国研网,150-500人,2019-09-20 10:07:32,高新区,本科,上市公司,"企业服务,数据服务",爬虫开发工程师,9k-15k
,北京快跑信息科技有限公司,676,小猪,500-2000人,2019-09-11 18:07:09,锦江区,不限,D轮及以上,电商,测试开发工程师（成都）(J10421),25k-30k
"['少城', '青羊宫', '人民公园']",成都市大匠通科技有限公司,73473,大匠通,15-50人,2019-09-09 09:36:05,青羊区,本科,不需要融资,"企业服务,其他",C++高级开发工程师,15k-20k
,支付宝（杭州）信息技术有限公司,153849,蚂蚁金服集团,2000人以上,2019-08-30 14:04:40,高新区,本科,B轮,"金融,移动互联网",高级java开发工程师,20k-40k
['猛追湾'],上海证大喜马拉雅网络科技有限公司,1373,喜马拉雅,500-2000人,2019-09-20 09:40:12,成华区,本科,D轮及以上,"移动互联网,文娱丨内容",大数据分析工程师,10k-20k
['天回'],四川众合智控科技有限公司,482326,四川众合,50-150人,2019-09-16 16:59:21,金牛区,本科,不需要融资,其他,C++高级软件开发工程师,10k-17k
,北京国研网信息股份有限公司,374777,国研网,150-500人,2019-09-20 10:07:31,高新区,本科,上市公司,"企业服务,数据服务",高级爬虫开发工程师,14k-18k
['猛追湾'],上海证大喜马拉雅网络科技有限公司,1373,喜马拉雅,500-2000人,2019-09-20 09:40:14,成华区,本科,D轮及以上,"移动互联网,文娱丨内容",JAVA开发工程师（音频后台开发、审核后台开发）,10k-20k
,微梦创科网络科技（中国）有限公司,5832,微博,2000人以上,2019-09-09 10:24:33,高新区,本科,上市公司,文娱丨内容,前端开发（成都）G05101,15k-25k
,腾讯科技（深圳）有限公司,451,腾讯,2000人以上,2019-09-17 16:09:38,高新区,不限,上市公司,社交,腾讯云数据库研发高级工程师,20k-40k
"['双楠', '高升桥']",成都链游云网络科技有限公司,314227,成都链游云网络科技有限公司,15-50人,2019-09-15 11:39:47,武侯区,本科,A轮,"移动互联网,数据服务",java应用后台研发工程师,10k-15k
,新华三云计算技术有限公司,380076,新华三云计算,500-2000人,2019-09-09 09:52:17,高新区,本科,不需要融资,"移动互联网,数据服务",开发测试工程师,15k-25k
,四川商旅无忧科技服务有限公司,137513,商旅科技,150-500人,2019-09-20 09:48:13,武侯区,本科,不需要融资,"移动互联网,电商",java开发（项目经理）,12k-16k
,成都宽邦科技有限公司,182860,宽邦（BigQuant）,50-150人,2019-09-11 16:32:47,高新区,本科,不需要融资,"金融,数据服务",运维开发工程师,14k-20k
"['双楠', '高升桥']",竹间智能科技（上海）有限公司,98800,竹间智能科技(上海)有限公司,150-500人,2019-09-18 11:56:25,武侯区,硕士,B轮,"移动互联网,其他",技术经理,25k-40k
,深圳欧翼思特科技有限公司,367102,欧翼思特,15-50人,2019-09-16 19:07:56,武侯区,本科,不需要融资,"移动互联网,其他",java开发工程师,12k-20k
,上海易路软件有限公司,35796,易路,150-500人,2019-09-19 15:48:30,双流县,大专,B轮,"移动互联网,企业服务",java开发工程师,10k-20k
,四川川大智胜系统集成有限公司,22516,川大智胜,150-500人,2019-09-19 14:31:28,武侯区,不限,未融资,"移动互联网,电商",GIS高级开发工程师,12k-17k
,时时同云科技（成都）有限责任公司,242106,时时同云科技（成都）有限责任公司,2000人以上,2019-08-24 15:19:43,高新区,本科,C轮,"移动互联网,消费生活",测试开发工程师,12k-20k
,成都龙渊网络科技有限公司,17979,龙渊网络,150-500人,2019-09-19 09:52:35,高新区,本科,B轮,"移动互联网,游戏",云计算工程师,10k-20k
,成都斯沃茨科技有限公司,116684,Swartz,15-50人,2019-09-12 09:58:55,高新区,本科,A轮,"移动互联网,其他",运维开发工程师,10k-15k
,上海淡红金融科技有限公司,32799,快牛金科,500-2000人,2019-09-19 21:00:36,高新区,大专,B轮,其他,JAVA后端开发工程师,15k-25k
,四川长虹电器股份有限公司,95229,四川长虹电器股份有限公司,2000人以上,2019-09-19 09:32:01,高新区,硕士,上市公司,硬件,算法优化及应用工程师（绵阳、成都）,10k-18k
,四川商旅无忧科技服务有限公司,137513,商旅科技,150-500人,2019-09-20 09:48:13,武侯区,本科,不需要融资,"移动互联网,电商",高级java,16k-20k
"['四川大学', '科华北路', '磨子桥']",北京奇艺世纪科技有限公司,1686,爱奇艺,2000人以上,2019-09-20 09:18:23,武侯区,本科,上市公司,文娱丨内容,语音识别算法工程师,25k-50k
,深圳市普渡科技有限公司,122682,普渡科技,150-500人,2019-09-21 17:40:05,高新区,硕士,A轮,"硬件,其他",slam算法工程师,30k-60k
"['四川大学', '科华北路', '磨子桥']",北京奇艺世纪科技有限公司,1686,爱奇艺,2000人以上,2019-09-20 09:18:23,武侯区,本科,上市公司,文娱丨内容,音频算法资深工程师,20k-40k
,腾讯科技（深圳）有限公司,451,腾讯,2000人以上,2019-09-04 16:50:58,高新区,不限,上市公司,社交,《王者荣耀》测试开发工程师（成都）,15k-30k
,招银网络科技（深圳）有限公司,32720,招银网络科技,2000人以上,2019-08-26 15:04:24,高新区,本科,不需要融资,金融,测试开发工程师,15k-25k
['柳江'],四川驹马科技有限公司,115625,驹马科技,2000人以上,2019-09-05 10:09:39,锦江区,本科,C轮,"移动互联网,其他",web前端（高级）,15k-20k
,成都科来软件有限公司,63063,科来,150-500人,2019-08-29 15:11:41,高新区,本科,A轮,"企业服务,其他",C++开发工程师（GK）,10k-20k
"['四川大学', '科华北路', '磨子桥']",北京奇艺世纪科技有限公司,1686,爱奇艺,2000人以上,2019-09-20 09:18:23,武侯区,本科,上市公司,文娱丨内容,资深图像/视频算法工程师,25k-50k
,四川锦程消费金融有限责任公司,111480,锦程消费金融公司,150-500人,2019-09-18 14:20:55,高新区,本科,未融资,金融,DevOps运维开发工程师（中高级）,10k-20k
"['创业路', '神仙树', '紫荆']",成都四方伟业软件股份有限公司,47102,四方伟业,500-2000人,2019-09-19 09:18:21,武侯区,大专,不需要融资,移动互联网,web前端工程师,15k-30k
,成都尼毕鲁科技股份有限公司,6868,tap4fun,500-2000人,2019-09-11 14:55:06,高新区,本科,不需要融资,游戏,高级软件工程师（游戏服务器）,15k-30k
,成都市映潮科技股份有限公司,22485,映潮科技,50-150人,2019-09-18 17:11:59,高新区,本科,未融资,数据服务,算法工程师,8k-15k
,上海赛连信息科技有限公司,164507,小鱼易连,150-500人,2019-09-12 16:40:01,高新区,本科,B轮,移动互联网,Java开发工程师-成都,10k-20k
,深圳市汇合发展有限公司,296391,汇合,2000人以上,2019-09-20 16:28:26,高新区,本科,不需要融资,"企业服务,金融",云平台测试工程师,6k-11k
"['创业路', '神仙树', '紫荆']",成都四方伟业软件股份有限公司,47102,四方伟业,500-2000人,2019-09-02 10:56:36,武侯区,本科,不需要融资,移动互联网,资深Web前端开发工程师,16k-26k
,北京四方启点科技有限公司,278102,四方启点,150-500人,2019-09-20 15:59:43,高新区,本科,未融资,"移动互联网,数据服务",中级测试工程师,8k-13k
,深圳市杉岩数据技术有限公司,71639,杉岩数据,50-150人,2019-09-20 12:14:25,武侯区,本科,B轮,"企业服务,数据服务",测试工程师,15k-25k
,深圳市汇合发展有限公司,296391,汇合,2000人以上,2019-09-21 21:08:24,武侯区,本科,不需要融资,"企业服务,金融",云平台测试工程师,10k-15k
,成都佳明航电科技有限公司,125483,GARMIN佳明,2000人以上,2019-09-20 16:00:58,高新区,本科,上市公司,"移动互联网,通讯电子",C/C++嵌入式软件开发工程师（BSP）,12k-20k
,成都卓拙科技有限公司,74800,卓拙科技,15-50人,2019-09-20 17:37:31,高新区,不限,A轮,移动互联网,安全工程师,10k-15k
,北京四方启点科技有限公司,278102,四方启点,150-500人,2019-09-20 15:59:43,高新区,本科,未融资,"移动互联网,数据服务",高级测试工程师,10k-15k
,杭州顺网科技股份有限公司,719,顺网科技,500-2000人,2019-09-19 11:41:57,高新区,本科,上市公司,游戏,软件测试工程师,8k-16k
,成都世纪阳天科技有限公司,114978,世纪阳天,150-500人,2019-09-16 10:56:59,武侯区,大专,不需要融资,"移动互联网,游戏",游戏服务器工程师,10k-15k
,北京网思科平科技有限公司,64490,网思科平,50-150人,2019-09-20 16:39:39,高新区,本科,C轮,"信息安全,数据服务",机器学习算法工程师,10k-20k
,杭州雅拓信息技术有限公司,148914,杭州雅拓,150-500人,2019-09-20 16:25:19,高新区,本科,不需要融资,"数据服务,企业服务",ETL工程师（中高级）,15k-25k
,成都未至科技有限公司,323279,未至科技,15-50人,2019-09-20 16:50:41,高新区,本科,天使轮,"移动互联网,硬件",图像算法工程师,10k-15k
,成都晓多科技有限公司,85491,成都晓多科技有限公司,500-2000人,2019-09-20 16:42:23,高新区,本科,B轮,"企业服务,数据服务",Windows客户端工程师（中高级）,15k-30k
,贵州海康交通大数据有限公司,448156,海康交通大数据,50-150人,2019-09-20 18:18:40,双流区,本科,不需要融资,"移动互联网,数据服务",大数据挖掘工程师,17k-25k
,四川弘享信息技术有限公司,509513,四川弘享信息技术有限公司,50-150人,2019-09-18 10:53:08,高新区,本科,不需要融资,"移动互联网,数据服务",研发工程师,5k-10k
,成都泛山科技有限公司,280565,泛山科技,15-50人,2019-09-19 15:40:00,高新区,本科,天使轮,"金融,企业服务",推荐产品经理,12k-20k
,成都哆可梦网络科技有限公司,28370,哆可梦,150-500人,2019-09-20 14:33:21,武侯区,不限,C轮,游戏,运维工程师,6k-12k
,成都路行通信息技术有限公司,54687,路行通,500-2000人,2019-09-20 10:00:34,高新区,本科,不需要融资,"移动互联网,消费生活",高级软件测试工程师,8k-12k
,苏州棱镜七彩信息科技有限公司,395761,棱镜七彩,15-50人,2019-09-21 09:37:00,高新区,本科,天使轮,信息安全,漏洞分析工程师,13k-25k
,杭州初灵信息技术股份有限公司,150192,初灵信息,500-2000人,2019-09-04 15:10:04,高新区,本科,上市公司,"移动互联网,数据服务",算法工程师,9k-18k
,深圳市汇合发展有限公司,296391,汇合,2000人以上,2019-09-21 21:08:24,武侯区,本科,不需要融资,"企业服务,金融",自动化开发,7k-11k
,深圳市虹红科技有限公司成都分公司,413405,虹红科技,50-150人,2019-09-20 14:37:13,高新区,本科,天使轮,"移动互联网,企业服务",运维工程师,6k-12k
,成都数之联科技有限公司,58647,成都数之联科技有限公司,150-500人,2019-09-16 16:42:45,高新区,硕士,B轮,"移动互联网,数据服务",自然语言处理（NLP）工程师,15k-25k
,北京企企科技有限公司,444783,企企,50-150人,2019-09-22 13:16:40,高新区,本科,未融资,"移动互联网,企业服务",急招高级运维工程师（15薪),15k-22k
['肖家河'],成都市肆零肆网络科技有限公司,199953,成都肆零肆,50-150人,2019-09-20 17:53:12,武侯区,不限,未融资,"信息安全,数据服务",渗透工程师,15k-20k
,钛马信息网络技术有限公司,38932,钛马车联网,150-500人,2019-09-20 10:48:10,高新区,本科,B轮,"移动互联网,数据服务",DevOps工程师,12k-20k
,四川惠商信息科技有限公司,319523,惠商科技,2000人以上,2019-09-20 10:36:50,武侯区,本科,不需要融资,金融,运维工程师,13k-18k
,成都顶呱呱投资集团有限公司,33184,顶呱呱,2000人以上,2019-09-20 09:44:10,武侯区,本科,上市公司,金融,爬虫工程师,8k-15k
,杭州隆埠科技有限公司,332032,隆埠科技,50-150人,2019-09-19 10:19:09,武侯区,本科,天使轮,数据服务,测试工程师（base成都）,8k-15k
,贵州海康交通大数据有限公司,448156,海康交通大数据,50-150人,2019-09-20 18:18:41,双流区,不限,不需要融资,"移动互联网,数据服务",高级运维工程师,13k-25k
,钛马信息网络技术有限公司,38932,钛马车联网,150-500人,2019-09-20 10:48:10,高新区,本科,B轮,"移动互联网,数据服务",云平台基础运维工程师,10k-15k
,成都路行通信息技术有限公司,54687,路行通,500-2000人,2019-09-20 10:00:37,高新区,本科,不需要融资,"移动互联网,消费生活",软件测试工程师（中级）,7k-10k
"['公平', '涌泉']",成都延华西部健康医疗信息产业研究院有限公司,522562,延华医疗研究院,150-500人,2019-09-19 17:02:05,温江区,大专,上市公司,"移动互联网,医疗丨健康",大数据工程师,6k-10k
,成都世纪阳天科技有限公司,114978,世纪阳天,150-500人,2019-09-16 10:56:55,武侯区,大专,不需要融资,"移动互联网,游戏",服务器工程师,10k-15k
,北京北森云计算股份有限公司,47323,北森云计算,500-2000人,2019-09-20 17:07:59,高新区,不限,上市公司,企业服务,2019测试开发（PPS/成都）(J12687),12k-18k
,四川长虹电器股份有限公司,95229,四川长虹电器股份有限公司,2000人以上,2019-09-20 13:15:19,高新区,本科,上市公司,硬件,信息安全工程师（安全攻防）,10k-15k
['簇桥'],上海睿畜电子科技有限公司,137619,睿畜科技,15-50人,2019-09-20 09:13:23,武侯区,大专,天使轮,"数据服务,硬件",硬件测试工程师,9k-11k
,亿达信息技术（深圳）有限公司,168557,YIDATEC,2000人以上,2019-09-20 17:10:11,高新区,本科,不需要融资,"移动互联网,游戏",数据挖掘工程师,8k-10k
,杭州初灵信息技术股份有限公司,150192,初灵信息,500-2000人,2019-09-20 10:14:32,高新区,本科,上市公司,"移动互联网,数据服务",运维工程师,4k-8k
,成都心田花开教育咨询有限公司,262083,心田花开,500-2000人,2019-09-22 10:48:23,锦江区,大专,未融资,教育,高级测试工程师,10k-16k
,北京智者天下科技有限公司,4128,知乎,500-2000人,2019-09-20 11:06:25,双流县,本科,D轮及以上,社交,NLP算法工程师,18k-25k
,八维通科技有限公司,169771,八维通科技,150-500人,2019-09-19 19:12:59,高新区,本科,A轮,移动互联网,运维工程师（成都）,8k-16k
,成都蜗牛创想科技有限公司,176248,信息技术、软件开发、测试及应用,50-150人,2019-09-19 14:36:29,高新区,本科,不需要融资,"移动互联网,教育",web前端开发讲师,16k-25k
,北京蓝莓时节科技有限公司,200688,蓝莓时节,50-150人,2019-09-20 10:49:02,高新区,大专,A轮,"移动互联网,社交",反作弊工程师,10k-15k
"['神仙树', '桐梓林', '紫荆']",中通服创立信息科技有限责任公司,43372,创立科技,500-2000人,2019-09-19 14:11:49,武侯区,大专,上市公司,"移动互联网,硬件",系统运维工程师,6k-9k
,北京睿至大数据科技有限公司,585575,睿至大数据,150-500人,2019-09-16 10:05:54,高新区,本科,未融资,"数据服务,信息安全",软件开发工程师,8k-15k
,深圳市慧择时代科技有限公司,111387,慧择网,500-2000人,2019-09-21 21:09:59,高新区,本科,B轮,"移动互联网,电商",NLP算法工程师,20k-30k
,北京中关村科金技术有限公司,361516,中科金,2000人以上,2019-09-20 11:40:06,武侯区,本科,B轮,金融,运维工程师,10k-20k
,北京国研网信息股份有限公司,374777,国研网,150-500人,2019-09-20 10:07:32,高新区,本科,上市公司,"企业服务,数据服务",大数据算法工程师,15k-22k
,北京联龙博通电子商务技术有限公司,17785,联龙博通,2000人以上,2019-09-20 10:06:12,高新区,本科,D轮及以上,"移动互联网,电商",自动化测试工程师成都,9k-16k
,新希望六和股份有限公司,50242,新希望六和,2000人以上,2019-09-20 18:10:56,锦江区,硕士,上市公司,"电商,其他",AI算法工程师,35k-45k
,四川长虹电器股份有限公司,95229,四川长虹电器股份有限公司,2000人以上,2019-09-20 13:15:12,高新区,本科,上市公司,硬件,"""信息安全 工程师（代码审计方向）""",10k-15k
,成都数之联科技有限公司,58647,成都数之联科技有限公司,150-500人,2019-09-09 16:55:15,高新区,不限,B轮,"移动互联网,数据服务",测试工程师,12k-16k
['白家'],成都淞幸科技有限责任公司,172054,成都淞幸科技,150-500人,2019-09-20 17:42:14,双流区,本科,未融资,其他,自然语言处理工程师,7k-12k
,成都积微物联电子商务有限公司,160202,积微物联,500-2000人,2019-09-20 14:32:36,金牛区,本科,未融资,"电商,其他",测试工程师,9k-15k
['簇桥'],上海睿畜电子科技有限公司,137619,睿畜科技,15-50人,2019-09-20 09:13:23,武侯区,大专,天使轮,"数据服务,硬件",硬件测试工程师,9k-11k
,成都晓多科技有限公司,85491,成都晓多科技有限公司,500-2000人,2019-09-20 16:42:23,高新区,本科,B轮,"企业服务,数据服务",运维架构师,18k-36k
['猛追湾'],北京嗨学网教育科技股份有限公司,62668,嗨学网,2000人以上,2019-09-20 10:38:05,成华区,本科,D轮及以上,教育,测试工程师,9k-14k
['龙泉'],四川国蓝中天环境科技集团有限公司,737394,国蓝中天,50-150人,2019-09-20 09:32:39,龙泉驿区,本科,未融资,数据服务、人工智能,nodejs高级工程师,9k-15k
,重庆安雅信鑫科技服务有限公司,555527,重庆安雅信鑫科技服务有限公司,15-50人,2019-09-16 18:12:14,高新区,本科,A轮,移动互联网,自动化测试工程师,15k-30k
,厦门市节点科技集团有限公司,70447,厦门节点,50-150人,2019-09-20 19:21:02,高新区,本科,不需要融资,"其他,企业服务",高级自动化测试工程师,15k-21k
['盐市口'],四川易贷网金融信息服务有限公司,310001,易贷网,500-2000人,2019-09-20 15:15:48,锦江区,本科,未融资,"移动互联网,金融",前端架构师,15k-20k
,北京中关村科金技术有限公司,361516,中科金,2000人以上,2019-09-20 11:40:06,武侯区,本科,B轮,金融,大数据开发（BI数据开发）,10k-20k
['犀浦'],四川安洵信息技术有限公司,157491,安洵信息,150-500人,2019-09-18 22:45:22,郫县,大专,A轮,信息安全,安全研究工程师,8k-15k
,深圳市虹红科技有限公司成都分公司,413405,虹红科技,50-150人,2019-09-20 14:37:14,高新区,本科,天使轮,"移动互联网,企业服务",中高级运维工程师,6k-12k
,成都优卡信息科技有限公司,377154,成都优卡信息科技,150-500人,2019-09-20 14:01:32,高新区,不限,不需要融资,金融,风控技术经理,18k-25k
,北京创新数智科技有限公司,528171,创新数智,15-50人,2019-09-20 12:13:57,高新区,本科,不需要融资,数据服务,大数据工程师,14k-17k
,四川惠商信息科技有限公司,319523,惠商科技,2000人以上,2019-09-20 10:00:08,武侯区,本科,不需要融资,金融,运维工程师,13k-18k
"['公平', '涌泉']",成都延华西部健康医疗信息产业研究院有限公司,522562,延华医疗研究院,150-500人,2019-09-19 17:02:05,温江区,本科,上市公司,"移动互联网,医疗丨健康",运维工程师,6k-10k
,易宝软件科技（南京）有限公司,356014,易宝软件科技（南京）有限公司,150-500人,2019-09-20 14:22:17,郫县,本科,上市公司,移动互联网,架构师（大数据领域）,15k-25k
,成都市玉米树科技有限公司,117609,玉米树科技,15-50人,2019-09-20 11:18:26,高新区,本科,未融资,"游戏,移动互联网",游戏服务器,10k-20k
['桂溪'],四川上和国际医院管理股份有限公司,492454,上和国际,150-500人,2019-09-20 10:56:11,锦江区,本科,未融资,"移动互联网,医疗丨健康",运维工程师,7k-14k
,成都风际网络科技股份有限公司,8358,风际游戏,150-500人,2019-09-20 10:06:35,高新区,本科,未融资,"移动互联网,游戏",高级游戏运维工程师,11k-17k
['龙泉'],四川国蓝中天环境科技集团有限公司,737394,国蓝中天,50-150人,2019-09-20 09:32:39,龙泉驿区,本科,未融资,数据服务、人工智能,nodejs后端工程师,9k-12k
,新电信息科技（成都）有限公司,69471,NCS,500-2000人,2019-09-20 09:06:16,高新区,本科,不需要融资,企业服务,Testing Engineer,7k-13k
,四川保利微电子有限公司,443001,保利微电子,50-150人,2019-09-19 13:53:02,锦江区,本科,不需要融资,其他,软件开发工程师,9k-14k
,北京中关村科金技术有限公司,361516,中科金,2000人以上,2019-09-20 11:40:06,武侯区,本科,B轮,金融,大数据开发（实时计算开发）,10k-20k
"['公平', '涌泉']",成都延华西部健康医疗信息产业研究院有限公司,522562,延华医疗研究院,150-500人,2019-09-19 17:02:06,温江区,本科,上市公司,"移动互联网,医疗丨健康",大数据开发负责人,15k-25k
,成都乐信圣文科技有限责任公司,446731,乐信圣文,150-500人,2019-09-18 10:54:03,双流区,本科,B轮,"游戏,医疗丨健康",数据分析师,15k-30k
,厦门科拓通讯技术股份有限公司,211700,厦门科拓通讯技术股份有限公司,500-2000人,2019-09-21 16:09:36,武侯区,本科,不需要融资,"硬件,企业服务",数据分析师,15k-30k
,北京创锐文化传媒有限公司,53,聚美优品,2000人以上,2019-09-19 11:06:38,高新区,本科,上市公司,电商,高级运维工程师,15k-25k
,成都乐信圣文科技有限责任公司,446731,乐信圣文,150-500人,2019-09-18 14:06:53,双流区,本科,B轮,"游戏,医疗丨健康",初级数据分析师,6k-12k
,四川天上友嘉网络科技有限公司,24869,天上友嘉,500-2000人,2019-09-20 16:16:28,高新区,不限,不需要融资,游戏,游戏测试,4k-8k
,成都天府合涛网络科技有限公司,448316,空间原力,50-150人,2019-09-20 16:09:32,高新区,本科,A轮,"移动互联网,企业服务",运维负责人,10k-15k
,易宝软件科技（南京）有限公司,356014,易宝软件科技（南京）有限公司,150-500人,2019-09-20 14:22:17,郫县,本科,上市公司,移动互联网,运维开发工程师,7k-14k
['柳江'],北京快跑信息科技有限公司,676,小猪,500-2000人,2019-09-11 18:07:08,锦江区,本科,D轮及以上,电商,基础架构工程师,30k-35k
,北京世联互动网络有限公司成都分公司,93087,NAVER China,2000人以上,2019-09-20 18:45:56,高新区,本科,上市公司,"移动互联网,社交",测试工程师,9k-15k
,成都美尔贝科技股份有限公司,271282,美呗,500-2000人,2019-09-20 09:46:57,高新区,本科,B轮,移动互联网,商业分析师,15k-25k
,成都大农科技有限公司,427326,大农科技,50-150人,2019-09-20 15:47:00,高新区,本科,未融资,移动互联网,高级运维工程师（运维负责人）,12k-20k
,北京卡拉卡尔科技股份有限公司,46478,卡拉卡尔,150-500人,2019-09-20 14:58:34,高新区,大专,不需要融资,"数据服务,文娱丨内容",数据库运维工程师,6k-9k
,成都二次元动漫有限公司,147086,二次元动漫,150-500人,2019-09-20 10:21:23,高新区,本科,不需要融资,"移动互联网,文娱丨内容",DBA数据库,14k-24k
['猛追湾'],北京嗨学网教育科技股份有限公司,62668,嗨学网,2000人以上,2019-09-20 10:38:05,成华区,本科,D轮及以上,教育,测试工程师,9k-14k
,时时同云科技（成都）有限责任公司,242106,时时同云科技（成都）有限责任公司,2000人以上,2019-09-11 12:41:07,高新区,本科,C轮,"移动互联网,消费生活",高级测试工程师,18k-25k
,北京卡拉卡尔科技股份有限公司,46478,卡拉卡尔,150-500人,2019-09-20 14:58:34,高新区,大专,不需要融资,"数据服务,文娱丨内容",数据库运维工程师,6k-9k
"['少城', '青羊宫', '人民公园']",成都市大匠通科技有限公司,73473,大匠通,15-50人,2019-09-09 09:36:05,青羊区,本科,不需要融资,"企业服务,其他",C++高级开发工程师,15k-20k
,成都晓多科技有限公司,85491,成都晓多科技有限公司,500-2000人,2019-09-20 16:42:23,高新区,本科,B轮,"企业服务,数据服务",运维架构师,18k-36k
,成都原力字节科技有限公司,399304,原力字节,150-500人,2019-09-20 19:29:18,高新区,大专,天使轮,"移动互联网,游戏",TA（技术美术）,13k-20k
,支付宝（杭州）信息技术有限公司,153849,蚂蚁金服集团,2000人以上,2019-09-17 17:40:21,高新区,本科,B轮,"金融,移动互联网",测试开发专家/高级测试工程师,18k-35k
,成都宽邦科技有限公司,182860,宽邦（BigQuant）,50-150人,2019-09-11 16:32:47,高新区,本科,不需要融资,"金融,数据服务",运维开发工程师,14k-20k
['柳江'],四川驹马科技有限公司,115625,驹马科技,2000人以上,2019-09-05 10:09:39,锦江区,本科,C轮,"移动互联网,其他",web前端（高级）,15k-20k
,成都大农科技有限公司,427326,大农科技,50-150人,2019-09-19 09:59:18,高新区,本科,未融资,移动互联网,嵌入式软件工程师（Linux网关方向）-成都,20k-40k
['肖家河'],成都市肆零肆网络科技有限公司,199953,成都肆零肆,50-150人,2019-09-20 17:53:12,武侯区,不限,未融资,"信息安全,数据服务",网络安全研究员(偏IOT方向),12k-20k
,新华三云计算技术有限公司,380076,新华三云计算,500-2000人,2019-09-09 09:52:17,高新区,本科,不需要融资,"移动互联网,数据服务",开发测试工程师,15k-25k
,新希望六和股份有限公司,50242,新希望六和,2000人以上,2019-09-20 18:10:56,锦江区,硕士,上市公司,"电商,其他",AI算法研究员,20k-30k
,上海维塔士电脑软件有限公司,26126,维塔士,500-2000人,2019-09-20 17:26:47,青羊区,本科,B轮,游戏,技术美术师,5k-8k
"['神仙树', '桐梓林', '紫荆']",中通服创立信息科技有限责任公司,43372,创立科技,500-2000人,2019-09-19 14:11:49,武侯区,大专,上市公司,"移动互联网,硬件",配置管理工程师,7k-12k
"['桂溪', '桐梓林']",北京爱选信息科技有限公司,324017,爱选科技,15-50人,2019-09-19 16:51:18,武侯区,本科,天使轮,"移动互联网,金融",大数据机器学习算法工程师,30k-60k
